t11,t12,t13,t21,t22,t23,t31,t32,t33,t41,t42,t43,t51,t52,t53,noTicks
70,0,0,64,70,0,0,0,48,40,36,0,81,0,0,25
70,0,0,64,70,0,0,0,48,40,36,0,0,0,0,7
0,0,0,64,70,0,0,0,48,40,36,0,0,0,0,8
0,0,0,64,70,0,69,0,48,40,36,0,0,0,0,40
70,0,0,64,70,0,69,0,48,40,36,0,0,0,0,20
70,0,0,64,70,0,69,64,48,40,36,0,0,0,0,10
70,0,0,64,70,0,0,64,48,40,36,0,0,0,0,3
0,0,0,64,70,0,0,64,48,40,36,0,0,0,0,15
0,0,0,64,70,0,0,0,48,40,36,0,0,0,0,17
0,0,0,64,70,0,0,0,48,40,0,0,0,0,0,15
70,0,0,64,70,0,69,0,48,40,0,0,0,0,0,34
0,0,0,64,70,0,69,0,48,40,0,0,0,0,0,24
0,0,0,64,70,0,0,0,48,40,0,0,0,0,0,2
0,0,0,64,70,0,64,67,48,40,0,0,0,0,0,20
70,0,0,64,70,0,64,67,48,40,0,0,0,0,0,30
70,0,0,64,70,0,0,67,48,40,0,0,0,0,0,1
0,0,0,64,70,0,0,67,48,40,0,0,0,0,0,1
0,0,0,64,70,0,0,0,48,40,0,0,0,0,0,8
0,0,0,64,70,0,69,0,48,40,0,0,0,0,0,24
0,0,0,64,0,0,69,0,48,40,0,0,0,0,0,16
70,0,0,64,0,0,69,0,48,40,0,0,0,0,0,9
70,0,0,0,0,0,69,0,48,40,0,0,0,0,0,11
70,0,0,0,0,0,69,64,48,40,0,0,0,0,0,10
70,0,0,0,0,0,0,64,48,40,0,0,0,0,0,3
0,0,0,0,0,0,0,64,48,40,0,0,0,0,0,30
0,0,0,0,0,0,0,64,48,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,13
0,0,0,0,0,0,0,0,48,40,0,0,0,0,0,2
70,0,0,0,0,0,0,0,0,40,0,0,0,0,0,30
0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,193
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
74,0,0,74,70,0,43,0,0,36,0,0,81,0,0,20
0,0,0,74,70,0,43,0,0,36,0,0,81,0,0,60
74,0,0,74,70,0,43,0,0,36,0,0,81,0,0,12
74,0,0,74,70,0,0,0,0,36,0,0,81,0,0,18
0,0,0,74,70,0,0,0,0,36,0,0,81,0,0,10
0,0,0,74,70,0,48,0,0,36,0,0,81,0,0,8
0,0,0,74,70,0,48,0,0,36,0,0,0,0,0,32
74,0,0,74,70,0,48,0,0,36,0,0,0,0,0,26
0,0,0,74,70,0,48,0,0,36,0,0,0,0,0,2
0,0,0,74,70,0,0,0,0,36,0,0,0,0,0,37
0,0,0,74,70,0,0,0,0,0,0,0,0,0,0,15
74,0,0,74,70,0,64,60,70,40,0,0,0,0,0,33
0,0,0,74,70,0,64,60,70,40,0,0,0,0,0,24
0,0,0,0,70,0,64,60,70,40,0,0,0,0,0,3
74,0,0,0,0,0,64,60,70,40,0,0,0,0,0,23
0,0,0,0,0,0,64,60,70,40,0,0,0,0,0,9
0,0,0,0,0,0,64,60,70,0,0,0,0,0,0,28
74,0,0,0,0,0,64,60,70,0,0,0,0,0,0,31
0,0,0,0,0,0,64,60,70,0,0,0,0,0,0,41
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
74,0,0,74,70,0,64,60,70,40,0,0,0,0,0,38
0,0,0,74,70,0,64,60,70,40,0,0,0,0,0,22
74,0,0,74,70,0,64,60,70,40,0,0,0,0,0,6
74,0,0,74,70,0,64,60,70,0,0,0,0,0,0,20
0,0,0,74,0,0,64,60,70,0,0,0,0,0,0,3
0,0,0,0,0,0,64,60,70,0,0,0,0,0,0,31
74,0,0,0,0,0,64,60,70,0,0,0,0,0,0,30
0,0,0,0,0,0,64,60,70,0,0,0,0,0,0,42
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
74,0,0,74,70,0,48,0,0,36,0,0,81,0,0,40
0,0,0,74,70,0,48,0,0,36,0,0,81,0,0,40
74,0,0,74,70,0,48,0,0,36,0,0,81,0,0,24
74,0,0,74,70,0,48,0,0,36,0,0,0,0,0,9
0,0,0,74,70,0,48,0,0,36,0,0,0,0,0,1
0,0,0,0,70,0,48,0,0,36,0,0,0,0,0,5
0,0,0,0,0,0,48,0,0,36,0,0,0,0,0,41
74,0,0,0,0,0,48,0,0,36,0,0,0,0,0,38
0,0,0,0,0,0,48,0,0,36,0,0,0,0,0,27
0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,15
73,0,0,73,69,0,48,64,60,40,0,0,0,0,0,29
0,0,0,73,69,0,48,64,60,40,0,0,0,0,0,31
73,0,0,73,69,0,48,64,60,40,0,0,0,0,0,34
0,0,0,73,69,0,48,64,60,40,0,0,0,0,0,19
0,0,0,73,69,0,48,64,60,0,0,0,0,0,0,7
73,0,0,73,69,0,48,64,60,40,0,0,0,0,0,41
0,0,0,73,69,0,48,64,60,40,0,0,0,0,0,31
0,0,0,73,69,0,48,0,0,40,0,0,0,0,0,41
0,0,0,73,69,0,48,0,0,0,0,0,0,0,0,7
74,0,0,73,69,0,48,64,60,40,0,0,0,0,0,17
74,0,0,0,69,0,48,64,60,40,0,0,0,0,0,6
74,0,0,0,0,0,48,64,60,40,0,0,0,0,0,5
0,0,0,0,0,0,48,64,60,40,0,0,0,0,0,4
0,0,0,0,0,0,0,64,60,40,0,0,0,0,0,28
74,0,0,0,0,0,0,64,60,40,0,0,0,0,0,4
74,0,0,0,0,0,0,64,60,0,0,0,0,0,0,22
0,0,0,0,0,0,0,64,60,0,0,0,0,0,0,34
74,0,0,74,70,0,0,64,60,0,0,0,0,0,0,37
0,0,0,74,70,0,0,64,60,0,0,0,0,0,0,15
0,0,0,74,0,0,0,64,60,0,0,0,0,0,0,9
0,0,0,0,0,0,0,64,60,0,0,0,0,0,0,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
76,0,0,72,76,0,55,0,0,36,0,0,81,0,0,10
0,0,0,72,76,0,55,0,0,36,0,0,81,0,0,50
76,0,0,72,76,0,55,0,0,36,0,0,81,0,0,35
0,0,0,72,76,0,55,0,0,36,0,0,81,0,0,16
0,0,0,72,76,0,55,0,0,36,0,0,0,0,0,9
76,0,0,72,76,0,55,0,0,36,0,0,0,0,0,32
0,0,0,72,76,0,55,0,0,36,0,0,0,0,0,46
0,0,0,72,76,0,0,0,0,36,0,0,0,0,0,27
0,0,0,72,76,0,0,0,0,0,0,0,0,0,0,15
76,0,0,72,76,0,64,72,70,40,0,0,0,0,0,37
0,0,0,72,76,0,64,72,70,40,0,0,0,0,0,17
0,0,0,0,76,0,0,72,70,40,0,0,0,0,0,6
76,0,0,0,76,0,0,72,70,40,0,0,0,0,0,2
76,0,0,0,76,0,0,72,0,40,0,0,0,0,0,3
76,0,0,0,0,0,0,72,0,40,0,0,0,0,0,12
76,0,0,0,0,0,0,0,0,40,0,0,0,0,0,15
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
76,0,0,0,0,0,74,0,0,0,0,0,0,0,0,42
0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
74,0,0,74,70,0,72,64,70,40,0,0,0,0,0,32
0,0,0,74,70,0,72,64,70,40,0,0,0,0,0,28
74,0,0,74,70,0,72,64,70,40,0,0,0,0,0,1
74,0,0,74,70,0,72,0,70,40,0,0,0,0,0,5
74,0,0,74,70,0,72,0,70,0,0,0,0,0,0,4
74,0,0,74,70,0,0,0,70,0,0,0,0,0,0,12
74,0,0,74,70,0,0,0,0,0,0,0,0,0,0,9
0,0,0,74,70,0,0,0,0,0,0,0,0,0,0,1
0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
70,0,0,64,70,0,48,0,0,40,36,0,81,0,0,19
0,0,0,64,70,0,48,0,0,40,36,0,81,0,0,59
0,0,0,64,70,0,48,0,0,40,36,0,0,0,0,42
70,0,0,64,70,0,48,0,0,40,36,0,0,0,0,39
0,0,0,64,70,0,48,0,0,40,36,0,0,0,0,21
70,0,0,64,70,0,48,0,0,40,36,0,0,0,0,39
0,0,0,64,70,0,48,0,0,40,36,0,0,0,0,6
0,0,0,64,70,0,48,0,0,40,0,0,0,0,0,15
0,0,0,64,70,0,48,64,60,40,0,0,0,0,0,60
70,0,0,64,70,0,48,64,60,40,0,0,0,0,0,36
0,0,0,64,70,0,48,0,0,40,0,0,0,0,0,24
70,0,0,64,70,0,48,0,0,40,0,0,0,0,0,30
0,0,0,64,70,0,48,0,0,40,0,0,0,0,0,30
70,0,0,64,70,0,48,0,0,40,0,0,0,0,0,34
0,0,0,64,70,0,48,0,0,40,0,0,0,0,0,9
0,0,0,64,70,0,48,0,0,0,0,0,0,0,0,15
0,0,0,64,70,0,48,0,0,40,0,0,0,0,0,2
0,0,0,64,70,0,48,64,60,40,0,0,0,0,0,60
70,0,0,64,70,0,48,64,60,40,0,0,0,0,0,7
70,0,0,64,0,0,48,64,60,40,0,0,0,0,0,27
70,0,0,0,0,0,48,64,60,40,0,0,0,0,0,22
0,0,0,0,0,0,48,64,60,40,0,0,0,0,0,73
0,0,0,0,0,0,0,64,60,40,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,31
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
0,0,0,58,60,0,52,0,0,36,0,0,81,0,0,60
60,0,0,58,60,0,52,0,0,36,0,0,81,0,0,30
60,0,0,58,60,0,52,0,0,36,0,0,0,0,0,5
0,0,0,58,60,0,52,0,0,36,0,0,0,0,0,85
60,0,0,58,60,0,52,0,0,36,0,0,0,0,0,32
60,0,0,58,0,0,52,0,0,36,0,0,0,0,0,1
0,0,0,58,0,0,52,0,0,36,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
60,0,0,0,0,0,64,58,67,40,0,0,0,0,0,24
0,0,0,0,0,0,64,58,67,40,0,0,0,0,0,56
60,0,0,0,0,0,64,58,67,40,0,0,0,0,0,12
60,0,0,0,0,0,64,58,67,0,0,0,0,0,0,18
0,0,0,0,0,0,64,58,67,0,0,0,0,0,0,50
60,0,0,0,0,0,64,58,67,0,0,0,0,0,0,26
0,0,0,0,0,0,64,58,67,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
60,0,0,64,58,67,64,58,67,40,0,0,0,0,0,20
0,0,0,64,58,67,64,58,67,40,0,0,0,0,0,35
0,0,0,64,0,67,64,58,67,40,0,0,0,0,0,5
67,0,0,64,0,67,64,58,67,40,0,0,0,0,0,6
67,0,0,64,0,67,64,58,67,0,0,0,0,0,0,3
67,0,0,64,0,0,64,58,67,0,0,0,0,0,0,30
67,0,0,0,0,0,64,58,67,0,0,0,0,0,0,15
0,0,0,0,0,0,64,58,67,0,0,0,0,0,0,78
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
0,0,0,65,58,62,48,0,0,36,0,0,81,0,0,60
65,0,0,65,58,62,48,0,0,36,0,0,81,0,0,17
0,0,0,65,58,62,48,0,0,36,0,0,0,0,0,103
65,0,0,65,58,62,48,0,0,36,0,0,0,0,0,25
0,0,0,65,58,62,48,0,0,36,0,0,0,0,0,20
0,0,0,65,58,62,48,0,0,0,0,0,0,0,0,15
65,0,0,65,58,62,48,72,64,40,0,0,0,0,0,27
0,0,0,65,58,62,48,72,64,40,0,0,0,0,0,53
65,0,0,65,58,62,48,72,64,40,0,0,0,0,0,2
65,0,0,65,0,62,48,72,64,40,0,0,0,0,0,10
65,0,0,0,0,62,48,72,64,40,0,0,0,0,0,4
65,0,0,0,0,62,48,0,0,40,0,0,0,0,0,6
65,0,0,0,0,0,48,0,0,40,0,0,0,0,0,11
65,0,0,0,0,0,48,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,48,0,0,40,0,0,0,0,0,40
65,0,0,0,0,0,48,0,0,40,0,0,0,0,0,28
0,0,0,0,0,0,48,0,0,40,0,0,0,0,0,45
0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,7
65,0,0,64,58,67,48,72,64,40,0,0,0,0,0,25
0,0,0,64,58,67,48,72,64,40,0,0,0,0,0,39
0,0,0,64,58,67,48,72,64,0,0,0,0,0,0,14
0,0,0,64,0,67,48,72,64,0,0,0,0,0,0,1
0,0,0,0,0,67,48,72,64,0,0,0,0,0,0,6
